Date,DCDS,DCDE,DCBF,DCIP,E1VFVN30,FUEVFVND,FUEDCMID,TCEF,TCBF,TCFF,TCFIN,VCBF-MGF,VCBF-TBF,VCBF-BCF,VCBF-FIF,VESAF,VEOF,VIBF,VFF,VLBF,FUEVN100,SSI-SCA,SSIBF,VLGF,FUESSV50,FUESSVFL,FUESSV30,BVFED,BVBF,BVPF,ENF,VNDAF,VNDBF,FUEIP100,MAFEQI,MAFBAL,MBVF,MBBOND,FUEMAV30,FUEKIV30,FUEKIVFS,VNINDEX,VN30
2001-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.65,
2001-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.43,
2001-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.5,
2001-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.79,
2001-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.02,
2001-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.62,
2001-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.04,
2001-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.17,
2001-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.83,
2001-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.43,
2001-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.33,
2001-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.46,
2001-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.69,
2001-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.34,
2001-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.25,
2001-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.65,
2001-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.4,
2001-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.55,
2001-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.09,
2001-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.75,
2001-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.06,
2001-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.1,
2001-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.35,
2001-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.01,
2001-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.55,
2001-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.77,
2001-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.06,
2001-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.09,
2001-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.9,
2001-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.02,
2001-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.62,
2001-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.08,
2001-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.05,
2001-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4,
2002-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.95,
2002-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.16,
2002-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.27,
2002-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.76,
2002-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.77,
2002-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.2,
2002-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.89,
2002-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.79,
2002-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.98,
2002-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.73,
2002-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.3,
2002-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.71,
2002-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.14,
2002-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.52,
2002-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.4,
2002-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.14,
2002-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.48,
2002-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.23,
2002-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.62,
2002-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.14,
2002-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.3,
2002-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.81,
2002-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.88,
2002-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.77,
2002-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,
2002-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.26,
2002-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.19,
2002-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.37,
2002-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.36,
2002-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.16,
2002-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.67,
2002-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.53,
2002-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.67,
2002-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.97,
2002-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.66,
2002-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.21,
2002-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.66,
2002-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.33,
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.13,
2002-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.71,
2002-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1,
2002-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.66,
2002-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.8,
2002-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.57,
2002-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.19,
2002-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.73,
2002-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.47,
2002-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.27,
2002-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.62,
2002-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.74,
2002-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.23,
2002-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.65,
2003-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.76,
2003-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.03,
2003-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4,
2003-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.3,
2003-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.38,
2003-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.94,
2003-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.49,
2003-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.48,
2003-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.58,
2003-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.57,
2003-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7,
2003-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.94,
2003-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.41,
2003-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.39,
2003-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.02,
2003-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.97,
2003-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.75,
2003-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.21,
2003-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.89,
2003-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.18,
2003-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.78,
2003-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.66,
2003-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.35,
2003-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.97,
2003-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.59,
2003-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.27,
2003-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.18,
2003-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.81,
2003-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.93,
2003-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8,
2003-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.89,
2003-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.66,
2003-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,
2003-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.26,
2003-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.71,
2003-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.51,
2003-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.18,
2003-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.97,
2003-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.27,
2003-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5,
2003-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.12,
2003-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.09,
2003-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.44,
2003-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.78,
2003-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.19,
2003-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.67,
2003-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.31,
2003-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.86,
2003-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.01,
2003-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.61,
2003-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.11,
2003-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.57,
2004-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.16,
2004-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.13,
2004-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.18,
2004-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.18,
2004-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.14,
2004-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.55,
2004-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.22,
2004-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.35,
2004-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.45,
2004-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.81,
2004-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.51,
2004-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.47,
2004-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.66,
2004-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.69,
2004-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.41,
2004-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.38,
2004-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.53,
2004-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.43,
2004-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.21,
2004-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.23,
2004-05-24,7687.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.97,
2004-05-31,7687.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.99,
2004-06-07,7687.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.37,
2004-06-14,7687.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.26,
2004-06-21,7687.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.95,
2004-06-28,7687.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.38,
2004-07-05,7764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.61,
2004-07-12,7764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.51,
2004-07-19,7764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.08,
2004-07-26,7764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.84,
2004-08-02,7718.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.16,
2004-08-09,7718.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.74,
2004-08-16,7718.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,
2004-08-23,7718.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.3,
2004-08-30,7718.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.48,
2004-09-06,7704.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.01,
2004-09-13,7704.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.42,
2004-09-20,7704.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.85,
2004-09-27,7704.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.86,
2004-10-04,7731.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.6,
2004-10-11,7731.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.75,
2004-10-18,7731.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.6,
2004-10-25,7731.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.55,
2004-11-01,7776.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.3,
2004-11-08,7776.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.11,
2004-11-15,7776.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.65,
2004-11-22,7729.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.85,
2004-11-29,7707.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.47,
2004-12-06,7696.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.93,
2004-12-13,7735.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.71,
2004-12-20,7754.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.32,
2004-12-27,7793.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.89,
2005-01-03,7832.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.29,
2005-01-10,7781.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.97,
2005-01-17,7811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.07,
2005-01-24,7828.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.7,
2005-01-31,7824.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.32,
2005-02-07,7857.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.02,
2005-02-14,7857.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.28,
2005-02-21,8003.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.13,
2005-02-28,8003.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.1,
2005-03-07,7986.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.11,
2005-03-14,7986.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.67,
2005-03-21,8020.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.86,
2005-03-28,8115.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.84,
2005-04-04,8095.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.68,
2005-04-11,8108.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.13,
2005-04-18,8117.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.44,
2005-04-25,8117.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.69,
2005-05-02,7924.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.25,
